wavenumber,GN 11-389,GN 11-400,GN 11-407,GN 11-411,GN 11-416,GN 11-419,GN 11-422,GN 11-423,GN 11-428,GN 11-434,GN 11-435,GN 11-460,HW 07-151,HW 11-137,HW 11-144,HW 11-146,HW 11-148,HW 11-149,HW 11-172,HW 11-173,HW 11-176,HW 11-179,HW 11-184,LG 09-384,LG 11-309,LG 11-393,LG 11-395,LG 11-397,LG 11-404,LG 11-412,LG 11-414,LG 11-418,LG 11-432,LG 11-433,LG 11-438,LG 11-461,SW 11-138,SW 11-139,SW 11-154,SW 11-158,SW 11-178,OCC 11-457,OCC 11-462,OCC 11-463,OMG 08-82,OMG 11-454,OMG 11-455,OMG 11-456,ONP 08-78,ONP 09-388,ONP 11-450,ONP 11-451,ONP 11-458,ONP 11-459,OFF 10-506,OFF 13-144,OFF 08-80,OFF 08-852
2533,0.006358472,0.009402699,0.006661781,0.006631939,0.010711964,0.006635171,0.007541745,0.008419802,0.009129955,0.008927255,0.006103439,0.006920791,0.003450371,0.003119516,0.003086842,0.004618152,0.004014218,0.00417461,0.003887776,0.005064538,0.003612263,0.004084609,0.00329547,0.005020245,0.00283227,0.005596641,0.007337285,0.007580783,0.005660847,0.004924809,0.009417274,0.005746776,0.011154343,0.006592226,0.005733112,0.008765494,0.00390196,0.005750171,0.005641869,0.004544118,0.003307923,0.005230244,0.003434813,0.0030807,0.004597935,0.003977465,0.004320266,0.004312284,0.002915452,0.006081864,0.005164571,0.004778693,0.002562609,0.006025089,0.001944048,0.001562213,0.002980851,0.002875173
2532,0.006334862,0.00939743,0.006646467,0.006675599,0.010717986,0.006597704,0.007551054,0.008390382,0.009110463,0.00889922,0.006141384,0.006901349,0.003461588,0.003122398,0.003107578,0.004598848,0.004033147,0.004171885,0.003810116,0.005050578,0.003564792,0.00409727,0.003284327,0.005005233,0.00277125,0.005567626,0.007307956,0.007606494,0.005659379,0.004896807,0.009372541,0.005761728,0.011167402,0.006581539,0.005686524,0.008720646,0.003887919,0.005748108,0.005657573,0.004537918,0.003336721,0.005284256,0.003445452,0.003101885,0.004588906,0.004004058,0.004358437,0.004311857,0.002895712,0.006027425,0.005155666,0.004746711,0.002523194,0.005973749,0.001921536,0.001552601,0.002973209,0.002856754
2531,0.00623654,0.009338035,0.006626846,0.006716704,0.010700147,0.006562311,0.007565804,0.008387887,0.009083991,0.008903787,0.006152532,0.006922686,0.003429348,0.003074048,0.003112366,0.004575997,0.004016148,0.004156065,0.00372126,0.005009747,0.003538472,0.004092116,0.003247403,0.004988443,0.002686929,0.005546012,0.007261667,0.007587901,0.005626973,0.004855548,0.009291674,0.005772425,0.011140319,0.006600173,0.005669046,0.008664037,0.003840233,0.005720976,0.005631373,0.00450087,0.003331994,0.005280657,0.003430155,0.003088601,0.004541231,0.00404842,0.004402548,0.004283199,0.002879171,0.00598096,0.005129148,0.004712434,0.002484186,0.005901242,0.001889926,0.001527889,0.002921663,0.002873291
2530,0.00614007,0.009251621,0.006606982,0.006723833,0.010650949,0.006525812,0.007546349,0.00839561,0.009053269,0.008944976,0.00612465,0.006979239,0.003367757,0.003019118,0.003110482,0.004570522,0.003962334,0.004139835,0.00366549,0.004948526,0.003549129,0.004072739,0.00318955,0.004973574,0.002608848,0.005534151,0.007229644,0.007549523,0.005589749,0.004844938,0.009209701,0.005763677,0.011061803,0.00662096,0.005689843,0.008625748,0.003769288,0.00567719,0.005588799,0.004460051,0.003305003,0.005230957,0.003414951,0.003057577,0.004489905,0.00409783,0.004422581,0.004225159,0.002871611,0.005954505,0.005104302,0.004691465,0.002474723,0.005845655,0.001882324,0.001525274,0.002872209,0.002928301
2529,0.006120888,0.009196974,0.006583962,0.006692863,0.01060191,0.006491346,0.00748931,0.008398881,0.009033516,0.00900551,0.006085678,0.007046661,0.0033171,0.002985095,0.003098567,0.004581423,0.003890308,0.004129063,0.003662986,0.004877936,0.00357974,0.004041778,0.003138531,0.004956538,0.002555635,0.005518089,0.007226201,0.007523537,0.005580214,0.004893267,0.009168491,0.005720391,0.010960855,0.00661182,0.005725891,0.008633734,0.003699746,0.005626953,0.005555189,0.004433885,0.003264368,0.005170105,0.003416522,0.00302131,0.004474158,0.004140196,0.00441546,0.004157601,0.002879249,0.005931942,0.005111791,0.004685459,0.002505591,0.005828753,0.001916839,0.001564334,0.002856818,0.002985951
2528,0.006177138,0.009208342,0.006560096,0.006645686,0.010584134,0.006471319,0.007429684,0.00839917,0.009033032,0.009050241,0.006066258,0.007101812,0.003301904,0.002961456,0.003059305,0.004583936,0.003825847,0.004117352,0.003693973,0.004810965,0.003596995,0.00400708,0.003115724,0.004941488,0.002534413,0.00549646,0.00724063,0.007515748,0.00560613,0.004977528,0.009171841,0.005652497,0.010882941,0.006576576,0.005746456,0.008681109,0.003652224,0.005578254,0.005531174,0.004414344,0.003228861,0.005119075,0.003422724,0.002981878,0.004497446,0.004171676,0.004403817,0.004115489,0.002898496,0.005898944,0.005160031,0.004688322,0.002561761,0.005841381,0.001981226,0.001626286,0.002862144,0.003003197
2527,0.006239361,0.009261714,0.006540714,0.006597769,0.010589626,0.00647083,0.007404921,0.008401972,0.009032791,0.009049526,0.006065621,0.00712987,0.003313346,0.002931007,0.002994818,0.004562444,0.003790408,0.004102027,0.003720478,0.004761692,0.003587169,0.003988234,0.003122454,0.004939954,0.002542776,0.005488748,0.007244862,0.007512158,0.005642312,0.005039553,0.009185679,0.005600032,0.010853424,0.00655104,0.00574577,0.008727813,0.003639432,0.00554615,0.005510495,0.004388536,0.003222931,0.00507875,0.00341805,0.002945871,0.004528356,0.004196109,0.004405401,0.004120835,0.002908889,0.005865081,0.005221338,0.004696309,0.002617686,0.005868082,0.002051114,0.001679816,0.002857265,0.002977722
2526,0.006245423,0.009302471,0.006522024,0.006539443,0.010587727,0.006480741,0.007417048,0.008402839,0.008996302,0.009000871,0.006061451,0.007124913,0.003329371,0.002902924,0.00294502,0.004531207,0.003795828,0.004093262,0.003720654,0.00474159,0.003569698,0.004001483,0.003148932,0.004948521,0.002567185,0.00550517,0.007211754,0.007502098,0.005655693,0.005033937,0.009181544,0.005593857,0.010864579,0.006555672,0.00573847,0.008738107,0.003662781,0.005548982,0.00549959,0.00435877,0.00324879,0.005049191,0.003412902,0.002930585,0.004539846,0.004214824,0.004405779,0.004157001,0.002879963,0.005842763,0.005244026,0.004699133,0.002653936,0.005899367,0.00211255,0.001710692,0.002844135,0.002952538
2525,0.006190757,0.009295713,0.006491618,0.006458838,0.010567724,0.006488874,0.007434646,0.008393425,0.00890318,0.00892646,0.006036399,0.007092875,0.003336215,0.002897859,0.002951686,0.00451368,0.0038376,0.004098577,0.003700757,0.00475061,0.003570334,0.004037986,0.00318119,0.004944681,0.002593017,0.005526011,0.007137297,0.007483298,0.00563395,0.004963144,0.00916485,0.005621737,0.010886185,0.006572897,0.005731631,0.008707339,0.003703232,0.005581317,0.00550307,0.004332869,0.003276034,0.005035812,0.003427169,0.002942899,0.004533693,0.004224986,0.004372166,0.004181126,0.002801619,0.00582263,0.005190171,0.004674583,0.002664051,0.005921241,0.00216104,0.001716077,0.002855399,0.002966164
2524,0.006115139,0.009245651,0.006444904,0.006372472,0.010546555,0.006488538,0.007434357,0.008373267,0.008771782,0.008850143,0.005987263,0.007048423,0.003332456,0.002913992,0.003008,0.004512898,0.003893371,0.004108937,0.003680161,0.004773445,0.003588951,0.004069943,0.003200957,0.004918183,0.002622151,0.005527182,0.007048513,0.007455864,0.005590858,0.00487532,0.009159945,0.005650606,0.010886643,0.006579836,0.005721081,0.008651407,0.003730443,0.005604739,0.005506158,0.004312725,0.003273118,0.005040025,0.00345504,0.002963945,0.004525952,0.004234271,0.004298049,0.004168992,0.002710741,0.005792365,0.005078212,0.004613192,0.00265755,0.005920765,0.002193037,0.001688189,0.002903944,0.003010213
2523,0.006061901,0.009180153,0.00639561,0.006314052,0.010539521,0.00647643,0.007430084,0.00834565,0.008646981,0.008778804,0.005923419,0.007000796,0.003327481,0.002929024,0.003059465,0.004510578,0.003937312,0.004108855,0.003670607,0.004787886,0.003602716,0.004079228,0.003194384,0.004893513,0.002667338,0.005513362,0.006983672,0.007423706,0.005551802,0.004827471,0.009180298,0.005668967,0.010853767,0.006579497,0.005711883,0.008584193,0.003732238,0.005585376,0.005491189,0.00430274,0.00324302,0.005058443,0.003469261,0.002970583,0.00452471,0.004267847,0.004222775,0.004142031,0.00267007,0.005770447,0.004982343,0.00454531,0.002657671,0.005910477,0.002209609,0.001625196,0.002963181,0.003044745
2522,0.006048343,0.009125897,0.006364148,0.006294527,0.010541135,0.006454442,0.007447394,0.008307712,0.008563202,0.008706944,0.005865076,0.006945569,0.003336107,0.002928448,0.003055926,0.004485941,0.003956432,0.004089937,0.003667046,0.004775898,0.003593906,0.004068851,0.003165405,0.004903241,0.002723015,0.005506867,0.006962383,0.007394745,0.005534866,0.004840568,0.009215033,0.005683992,0.01079711,0.006581878,0.005719091,0.008511919,0.003722921,0.005533389,0.005462274,0.004311627,0.003214612,0.00508824,0.003456,0.002963027,0.004528986,0.00434657,0.004197067,0.004142333,0.002709864,0.005794557,0.004971369,0.004523302,0.002683804,0.005924725,0.002216691,0.001550594,0.003003566,0.003043847
2521,0.006056622,0.009089821,0.0063552,0.006292746,0.010534701,0.006435417,0.007475302,0.008258686,0.008518721,0.008637861,0.005831002,0.006878083,0.003361073,0.002912681,0.002994602,0.004429918,0.00394928,0.004047857,0.003652947,0.004729833,0.003562003,0.004046949,0.003131788,0.004946893,0.002760654,0.005513331,0.006976763,0.007370158,0.005536965,0.0048846,0.0092355,0.005689829,0.010726463,0.006577658,0.005743819,0.008439009,0.003714854,0.005487333,0.005437008,0.004332646,0.003203069,0.005121387,0.003425159,0.002953919,0.004537335,0.004458907,0.004234831,0.004183511,0.002799584,0.005872289,0.005045495,0.004569849,0.002728966,0.005977238,0.002209987,0.001499559,0.003022326,0.003015542
2520,0.006051071,0.009057678,0.006350675,0.006289198,0.010507247,0.006433255,0.007467624,0.008216816,0.008486638,0.008595201,0.00582065,0.006813575,0.003380846,0.002883705,0.00291512,0.004352936,0.003916669,0.003981417,0.003615377,0.004659893,0.003512512,0.004014451,0.003106158,0.004994692,0.002767148,0.00551855,0.007006079,0.007340249,0.005534818,0.004907401,0.009215992,0.005672102,0.010637639,0.006559412,0.005768638,0.008370968,0.003699478,0.00546571,0.005420516,0.004338861,0.003194759,0.005139446,0.003389894,0.002939357,0.004547548,0.004564549,0.004306583,0.004233576,0.002882427,0.005961754,0.005142076,0.00465312,0.002761549,0.006035864,0.002171047,0.001484635,0.00302593,0.00298767
2519,0.006016753,0.009015321,0.006328913,0.006287672,0.010454451,0.006441903,0.007400119,0.008210772,0.008445977,0.008606911,0.005819458,0.006783392,0.003367995,0.002846998,0.002862524,0.00428594,0.003864412,0.003906952,0.003558921,0.004599828,0.003450007,0.003972214,0.00308812,0.005026237,0.002769202,0.005512099,0.007029873,0.007298921,0.005505664,0.004876581,0.009156609,0.005641662,0.010531129,0.006552901,0.005783461,0.008314828,0.003670652,0.00545343,0.005402663,0.00431468,0.003173915,0.0051287,0.003356846,0.002904734,0.004552947,0.00462729,0.004372179,0.004247915,0.00292645,0.006009036,0.005198419,0.004716836,0.002754851,0.006053962,0.002092832,0.001489987,0.003008929,0.002987363
2518,0.005978721,0.008970044,0.006291483,0.006292238,0.010383082,0.006437203,0.007305767,0.008244487,0.008393482,0.008674195,0.005825709,0.006804052,0.003321346,0.002823288,0.002855263,0.004261547,0.003809557,0.003859466,0.003504749,0.004590109,0.003386491,0.00392723,0.003073897,0.005044026,0.002796635,0.005492238,0.007029537,0.007254977,0.00544946,0.004796188,0.009084031,0.005629892,0.010432179,0.006590598,0.00579701,0.008277735,0.003650287,0.005432539,0.005375287,0.004279366,0.003149539,0.005098114,0.003334744,0.00285817,0.004545197,0.004639667,0.004406937,0.004214219,0.002937194,0.005995416,0.005194615,0.004728542,0.002709472,0.006019892,0.002001566,0.001499292,0.00297096,0.003027036
2517,0.005970909,0.00894003,0.006266591,0.006283723,0.010310914,0.006408684,0.007237935,0.008280808,0.008329548,0.008759025,0.005855422,0.006853186,0.003269266,0.002833958,0.002880692,0.004283958,0.00377146,0.003861325,0.003474553,0.004639641,0.003345498,0.003886315,0.003064293,0.005050798,0.002834169,0.00545332,0.006994346,0.007222246,0.005386403,0.004696853,0.0090241,0.005642561,0.010369239,0.006657119,0.005814132,0.008258744,0.003668697,0.005404794,0.005339002,0.004262564,0.003144941,0.005070057,0.003330734,0.002833615,0.004518553,0.004618745,0.004400635,0.004162047,0.002936931,0.005944929,0.005142243,0.004697699,0.002644177,0.005963952,0.001938575,0.001512711,0.002938971,0.003095333
2516,0.005992242,0.008925375,0.00628063,0.006241516,0.010254551,0.006378324,0.007214157,0.008274789,0.00825282,0.008807617,0.005912212,0.006883731,0.003240685,0.0028714,0.002916351,0.004325369,0.003758588,0.003896657,0.003477069,0.004708722,0.003349592,0.00385452,0.003063152,0.00503936,0.002837715,0.005395367,0.006936112,0.007206961,0.005334428,0.004619844,0.008980255,0.005648076,0.010336464,0.006696041,0.005821672,0.008244075,0.003724439,0.005381215,0.005298388,0.004267047,0.003166079,0.00505586,0.003334774,0.002852781,0.004471328,0.004586842,0.004350547,0.004131164,0.002943844,0.005897654,0.005059402,0.004655969,0.002576179,0.005921285,0.001923798,0.001533675,0.002949291,0.003161977
2515,0.006009291,0.008905987,0.006326923,0.006178385,0.010215432,0.006374984,0.007214157,0.008222856,0.008177389,0.008789178,0.005969827,0.00686376,0.003242411,0.002904352,0.002952459,0.004357923,0.003771685,0.003930798,0.003509164,0.004743924,0.003404522,0.003842874,0.003076452,0.005012701,0.002793231,0.005346924,0.006888636,0.00721137,0.005298337,0.00459854,0.008946825,0.005624853,0.010301479,0.006676579,0.005810729,0.008221144,0.003780332,0.005368305,0.005262746,0.004272242,0.003189694,0.005050974,0.003325965,0.002900378,0.004409961,0.00455725,0.004265307,0.004135587,0.00296056,0.005881289,0.004968999,0.004627494,0.002519655,0.00589994,0.001946061,0.001556095,0.003009002,0.003200327
2514,0.005995705,0.008868836,0.006368244,0.006131255,0.010186328,0.006396849,0.007218579,0.008169008,0.008136385,0.008714412,0.005998613,0.006799125,0.003261716,0.0029164,0.002989279,0.004377347,0.00380947,0.003946091,0.003561215,0.004728589,0.003492787,0.003861997,0.003109539,0.004993259,0.002730988,0.005350275,0.006880493,0.007238187,0.005280803,0.004636168,0.008932592,0.005594826,0.010251385,0.006623028,0.005796362,0.008197274,0.003796559,0.005370451,0.005244645,0.004264073,0.003183147,0.005048504,0.003298557,0.002942882,0.004352797,0.004532744,0.004169296,0.004158982,0.002971521,0.00589781,0.004903129,0.004616225,0.002493293,0.005885524,0.001979634,0.001572512,0.003085425,0.00320472
2513,0.005951047,0.008820023,0.006372122,0.006121387,0.010170835,0.006413078,0.007223286,0.008160431,0.00814792,0.008622763,0.005996414,0.006718752,0.003276139,0.002918997,0.003017848,0.004388121,0.003855076,0.003942932,0.003614763,0.004688499,0.003576438,0.003898666,0.003152664,0.004998878,0.002682775,0.005413252,0.006909294,0.007281969,0.005290761,0.004700478,0.008954628,0.005591767,0.010208623,0.006570825,0.005798222,0.008192311,0.003757132,0.005389958,0.005243942,0.004242874,0.003132373,0.005043845,0.003267494,0.002956239,0.004320888,0.004513541,0.004095814,0.004177848,0.002958912,0.005926423,0.004888294,0.004613564,0.002510056,0.005866278,0.00199647,0.001582287,0.003129866,0.003183009
2512,0.005888984,0.008767727,0.006340405,0.006141886,0.010183913,0.006402194,0.007221871,0.008203949,0.008185137,0.008555194,0.005979941,0.0066471,0.003261552,0.002921495,0.003020566,0.004382566,0.003866622,0.003916828,0.003642134,0.004652123,0.003612485,0.003914257,0.003173054,0.005020165,0.002653875,0.005494158,0.0069488,0.007327331,0.00533314,0.004752047,0.009011021,0.005613877,0.010197259,0.006524264,0.005811855,0.008211038,0.003673061,0.005416343,0.005240275,0.004210757,0.003053491,0.005030174,0.003246902,0.002931313,0.004320015,0.004501898,0.00407272,0.004180833,0.002927432,0.005940304,0.004924998,0.004609852,0.002555287,0.005846282,0.001973025,0.001584605,0.003108907,0.003141162
2511,0.005829922,0.008712221,0.006303054,0.006179179,0.010227836,0.006378023,0.007203156,0.008268403,0.008201011,0.008532101,0.005959273,0.006596811,0.003210183,0.002912061,0.002998145,0.004353285,0.003809726,0.003860599,0.003622555,0.004622086,0.003582834,0.003884211,0.003141785,0.005029004,0.002639525,0.005542417,0.006977839,0.007366968,0.005396469,0.004778423,0.0090719,0.005625426,0.010214016,0.006471897,0.00581388,0.00823435,0.003577228,0.005427025,0.005217863,0.004173222,0.002983477,0.005004957,0.003238997,0.002873492,0.004336794,0.004493222,0.004108957,0.004166723,0.002902153,0.005925881,0.004989352,0.004597421,0.00258824,0.005836608,0.001909346,0.001576199,0.003026292,0.003085115
2510,0.005799821,0.00865802,0.006287875,0.006222008,0.010276959,0.006374189,0.007171236,0.008319698,0.008182137,0.008545501,0.005938725,0.006579788,0.003149201,0.002881994,0.00297944,0.004318041,0.003705671,0.003790432,0.003563238,0.004588376,0.003514864,0.003832186,0.003073358,0.004999996,0.002635265,0.005537245,0.006992552,0.007409511,0.005456171,0.004792671,0.009096879,0.00559383,0.010237727,0.006416009,0.005787006,0.008239507,0.003512974,0.005407741,0.005192163,0.004149972,0.00295916,0.004980445,0.003245535,0.002809961,0.004354642,0.004467794,0.004186978,0.004135978,0.002895387,0.005887635,0.005054534,0.004571286,0.002577344,0.005840265,0.001843699,0.001564938,0.002925654,0.003030607
2509,0.0058088,0.00861695,0.006297922,0.006247384,0.0102937,0.006407527,0.007145549,0.008342056,0.008158865,0.008567294,0.005930437,0.006607759,0.003127283,0.002849371,0.00298771,0.004310448,0.003625555,0.00374572,0.003498132,0.004551356,0.003461175,0.003807305,0.003018578,0.004924475,0.002620055,0.005484482,0.006990989,0.007455072,0.005486706,0.004804601,0.009057559,0.005513568,0.010247573,0.006366633,0.005728542,0.008217517,0.003507743,0.005366084,0.005192176,0.004160858,0.002994866,0.004973226,0.003271763,0.002779758,0.004367143,0.004406901,0.004267767,0.004092886,0.002889806,0.005837525,0.005106576,0.004534372,0.00253321,0.005848832,0.001828052,0.0015718,0.002861942,0.002995735
2508,0.005830317,0.008590678,0.006310765,0.006224681,0.01025661,0.006457338,0.007133277,0.008327819,0.008158637,0.008568985,0.005943166,0.006673698,0.003169689,0.002838687,0.003006281,0.00434111,0.003623389,0.003751587,0.003460361,0.004518551,0.003451235,0.003828113,0.00300714,0.004823592,0.002564175,0.005403592,0.006959845,0.007474477,0.005470715,0.004809079,0.008956174,0.005409263,0.010226172,0.006327582,0.005646991,0.008170067,0.003549438,0.005320276,0.005217582,0.004196451,0.003070315,0.004981735,0.003311458,0.002797234,0.004374535,0.004320009,0.004310401,0.004049537,0.002862826,0.00578466,0.005140187,0.004495506,0.002499284,0.005849863,0.001878303,0.001603787,0.002856018,0.002982225
2507,0.005827609,0.008565682,0.006295055,0.006149135,0.010171965,0.006477902,0.007119588,0.008264709,0.00816723,0.008537982,0.005962439,0.006740583,0.003251341,0.002847522,0.002997371,0.004379723,0.003685342,0.003794476,0.00345663,0.004487923,0.003469843,0.003864227,0.00301454,0.004751749,0.002477798,0.005331174,0.006889894,0.007433432,0.005407187,0.00480214,0.008835694,0.005329123,0.010165816,0.006307927,0.005566554,0.008105837,0.003595492,0.005281445,0.005234865,0.004219528,0.003140552,0.004985781,0.003341874,0.002833585,0.004375954,0.004239534,0.004293021,0.00401662,0.00281255,0.005733864,0.005144223,0.004453296,0.002506261,0.005832307,0.001957199,0.001633096,0.002880348,0.002974734
2506,0.005803121,0.00853301,0.006236699,0.006057309,0.010066205,0.006434355,0.007094704,0.008149858,0.008147853,0.008477575,0.005965346,0.006761462,0.003320487,0.002851813,0.002953716,0.004383239,0.003751733,0.003843904,0.003469331,0.004450382,0.003486971,0.00387583,0.00300107,0.004760268,0.002425078,0.005309981,0.006803463,0.007334498,0.005317829,0.004791727,0.008758479,0.005318542,0.0100832,0.006326742,0.005523635,0.00804598,0.003609126,0.005251264,0.005222078,0.004202765,0.003167319,0.004970325,0.003342828,0.002849793,0.004369546,0.004182775,0.004220221,0.00399203,0.002750292,0.005687617,0.005098662,0.004392051,0.002539305,0.005788316,0.002012627,0.001621746,0.002895822,0.00296255
2505,0.005794891,0.008498195,0.006159106,0.005994427,0.00997115,0.006332679,0.007076062,0.008013505,0.008088135,0.008397242,0.005954282,0.006716147,0.003343649,0.002838546,0.002912541,0.004340076,0.00377713,0.003887533,0.003479413,0.004410111,0.003496868,0.003857263,0.002967571,0.004839874,0.002458151,0.005348795,0.006751434,0.007218128,0.005237558,0.00478504,0.008751137,0.005379172,0.010011839,0.006381797,0.005537025,0.008017406,0.003586585,0.005229688,0.005199311,0.004154327,0.003148782,0.004939837,0.003315611,0.002840418,0.00435399,0.004138112,0.004119075,0.003967548,0.002686611,0.00564837,0.004995586,0.004311869,0.002556053,0.005720705,0.002025982,0.001566622,0.00289384,0.002954951
2504,0.005819611,0.008465541,0.006111989,0.005970541,0.009907415,0.006215988,0.007092076,0.007908351,0.008013617,0.008309932,0.005951415,0.006627515,0.003325009,0.002816887,0.002913003,0.004285093,0.003761819,0.00393334,0.003482655,0.004391136,0.003517099,0.003834624,0.002949271,0.004917611,0.002551178,0.005405924,0.006768034,0.007123037,0.005188419,0.004775189,0.008771748,0.005461833,0.009968021,0.006429912,0.005584079,0.008027162,0.00355541,0.005217941,0.005203254,0.004103638,0.003119219,0.004908364,0.003282003,0.002830095,0.004327136,0.004097781,0.004030656,0.003944061,0.002640616,0.005622522,0.004864836,0.004255693,0.002535601,0.005651741,0.002018653,0.001505208,0.002892515,0.002969903
2503,0.005847685,0.008428689,0.006125734,0.005956583,0.009872947,0.006129572,0.007151656,0.007863831,0.007956495,0.008236313,0.005956345,0.006541133,0.003294104,0.002800427,0.002954853,0.004270082,0.003738763,0.00398344,0.003485314,0.004416205,0.003556592,0.003831577,0.002963239,0.004929551,0.002628724,0.005432522,0.006829464,0.007060993,0.005164279,0.004748796,0.008751312,0.00551571,0.009935849,0.006427515,0.005623155,0.008049862,0.003552275,0.005216649,0.005243011,0.004074915,0.003117614,0.004885911,0.003271121,0.002835668,0.004290365,0.004078398,0.003991518,0.003928525,0.002643165,0.005618908,0.004765463,0.004277245,0.002499775,0.005613501,0.002019078,0.00147537,0.002901734,0.003009591
2502,0.005843846,0.008383961,0.006175928,0.005919813,0.009849641,0.006089836,0.007236156,0.007862011,0.007924901,0.008200269,0.005937019,0.00648937,0.003284422,0.002794766,0.003007383,0.004315299,0.003742586,0.004019911,0.003491484,0.004480778,0.003597762,0.003848738,0.002989317,0.004881388,0.00264954,0.00542099,0.006871345,0.00702863,0.005146094,0.004703656,0.008668988,0.005535405,0.00989401,0.00638345,0.005635961,0.008048872,0.003594234,0.005225013,0.005292376,0.004078766,0.003156778,0.004876374,0.003302016,0.002851692,0.004255907,0.00408714,0.00400664,0.003916927,0.002704652,0.005636152,0.004738715,0.004373721,0.002481304,0.005619608,0.0020316,0.001483494,0.002908497,0.003049996
2501,0.00580596,0.008336818,0.00620446,0.005858243,0.009825162,0.006084189,0.007313491,0.007870404,0.007908756,0.008212159,0.005877747,0.006472272,0.00331348,0.002802826,0.003046713,0.004386518,0.003781611,0.004020317,0.003501056,0.004551404,0.00361011,0.003871196,0.003004906,0.00482013,0.002633411,0.005393017,0.006854374,0.007022745,0.005127642,0.004654583,0.008570479,0.005544281,0.009843231,0.006345199,0.005632199,0.008006779,0.00365853,0.00524021,0.005318587,0.004113281,0.00322032,0.004878593,0.003364102,0.002868952,0.004238843,0.004089543,0.004041395,0.003895272,0.002787564,0.005654406,0.004773103,0.004473421,0.002481774,0.005649591,0.002036039,0.001513617,0.002895491,0.003056167
2500,0.005751358,0.008287954,0.006177895,0.005801934,0.009804784,0.006091088,0.007356169,0.007884967,0.007903774,0.008258893,0.005813221,0.006467406,0.003366515,0.002826702,0.003070165,0.004421611,0.003825324,0.00398076,0.003517216,0.004590727,0.003575314,0.003883872,0.003011955,0.004766336,0.00261128,0.005354469,0.006803658,0.007034439,0.0051195,0.004621565,0.008512442,0.00554522,0.009796612,0.006335964,0.005618807,0.007933418,0.003692268,0.005255453,0.005307594,0.0041582,0.003279454,0.00488419,0.003414547,0.00288397,0.004236298,0.004043363,0.004052668,0.003861635,0.002834284,0.005650183,0.004824621,0.004504463,0.002474092,0.005666784,0.002012276,0.001547918,0.002861465,0.00301001
2499,0.005690615,0.0082299,0.006113539,0.005780796,0.009798717,0.006094069,0.007354531,0.007917514,0.007912559,0.008314421,0.005789827,0.006454944,0.003400058,0.00285904,0.003078346,0.004380854,0.003823606,0.003917948,0.00354495,0.004584666,0.003501625,0.003878147,0.003016625,0.004705577,0.002585214,0.00528939,0.006774015,0.00704245,0.00513244,0.004610378,0.008508287,0.005515591,0.009755968,0.006331997,0.005588518,0.007853421,0.003654105,0.005259252,0.005264783,0.00417463,0.003305948,0.00487972,0.003410268,0.002886624,0.004225326,0.003953385,0.004029767,0.003832504,0.002820434,0.005620664,0.004863264,0.004459461,0.002441635,0.005648476,0.001961869,0.00156545,0.002820228,0.002924096
2498,0.005632352,0.008165863,0.006047063,0.005789827,0.009804037,0.006083883,0.007318568,0.007948997,0.007922667,0.008357662,0.005804258,0.006434036,0.003376319,0.00288346,0.003059759,0.004270672,0.003752698,0.003850637,0.003576071,0.004548581,0.003420598,0.003853385,0.003003954,0.004637617,0.002548062,0.005195592,0.006785892,0.007027294,0.005167567,0.00460356,0.008532755,0.005450381,0.009712061,0.006304633,0.00554231,0.00779109,0.003551535,0.005237694,0.005203597,0.004128617,0.003279476,0.004854766,0.003346456,0.002861025,0.004189579,0.00386041,0.003997422,0.003819866,0.002766645,0.005585245,0.004885289,0.004383109,0.002399067,0.005596767,0.001904567,0.001538056,0.002785766,0.002827338
2497,0.005593451,0.008115399,0.005992217,0.00579276,0.009804721,0.006058774,0.007263214,0.007932411,0.007905405,0.008377711,0.00580595,0.006417699,0.003301184,0.002890172,0.003002072,0.004126786,0.003645202,0.003786089,0.003584228,0.004511529,0.003366959,0.003818871,0.002956279,0.004597589,0.002514379,0.005102209,0.006809391,0.006991579,0.005222364,0.004576195,0.008558067,0.005384309,0.0096614,0.006258668,0.0055018,0.00775749,0.003436584,0.005180808,0.005138375,0.00402473,0.003201602,0.004808071,0.003255185,0.002811259,0.004138911,0.003783283,0.003982238,0.003815619,0.00270817,0.005563444,0.004889139,0.004320239,0.002372943,0.005530922,0.001855948,0.001454016,0.00276007,0.002739212
2496,0.005586154,0.008092999,0.005942164,0.005767116,0.009786167,0.006024005,0.007192872,0.007856654,0.007851484,0.008367648,0.005759011,0.00641499,0.003223176,0.002885365,0.002913768,0.003989174,0.003567345,0.003727457,0.00354815,0.00449483,0.003352749,0.003790919,0.002890668,0.004618281,0.002509869,0.005047629,0.006806243,0.00696087,0.005294496,0.00452645,0.00857158,0.005358934,0.009612126,0.006219231,0.005489115,0.007743417,0.003367563,0.005094931,0.005083005,0.003912811,0.003106052,0.004749562,0.003170239,0.002770706,0.004094209,0.003707314,0.003988756,0.003808595,0.002672244,0.005559862,0.004865839,0.004293963,0.002375581,0.005477114,0.001814616,0.001347743,0.002733507,0.002662476
